title,url,category,filetype,slide_count,publishing_consultancy,description
"Lean Daily Management System &#40;LDMS&#41;",https://flevy.com/browse/marketplace/lean-daily-management-system-ldms-1488,"Operational Excellence",PowerPoint,164,"Operational Excellence Consulting","Developed by a seasoned Certified Lean Six Sigma Black Belt with a proven track record at Microsoft, IBM and Panasonic, this comprehensive presentation is your pathway to achieving Operational Excellence through Lean Methodologies."
"Third-Party Logistics &#40;3PL&#41; Company – 10 Year Financial Model",https://flevy.com/browse/marketplace/third-party-logistics-3pl-company-10-year-financial-model-9165,"Operational Excellence",Excel,,"Profit Vision","This financial model is built by a certified Financial Modeling & Valuation Analyst with over 20+ years of global experience managing over $500MM+ in corporate finances."
"A3 Problem Solving Process & Tools",https://flevy.com/browse/marketplace/a3-problem-solving-process-and-tools-2815,"Operational Excellence",PowerPoint,181,"Operational Excellence Consulting LLC","Developed by a Senior Executive and Operational Excellence Coach with experience at organizations including NOKIA, MICROVENTION, and MAGELLAN, this is a presentation and supporting templates to teach the A3 Problem Solving Process."
"Key Performance Indicators &#40;KPIs&#41; | Supply Chain Functions",https://flevy.com/browse/marketplace/key-performance-indicators-kpis-supply-chain-functions-8065,"Operational Excellence",PowerPoint,113,"ILMAM - Strategy & Management Consulting","MBB/Big 4 style presentation that provides a collection of 100+ Key Performance Indicators &#40;KPIs&#41; related to the Supply Chain functions."
"Strategic Cost Reduction Training",https://flevy.com/browse/marketplace/strategic-cost-reduction-training-729,"Operational Excellence",PowerPoint,97,"Documents & Files","Explore strategic cost reduction insights from a leading consulting firm. Created by industry experts, this PPT covers best practices, tools, and implementation strategies."
"Activity Based Costing",https://flevy.com/browse/marketplace/activity-based-costing-198,"Operational Excellence",PowerPoint,29,"LearnPPT Consulting","This presentation is created by former McKinsey, BCG, Deloitte, EY, and Capgemini consultants. It teaches a practical consulting framework actively used by tier-1 consulting firms."
"PMI Project Management Professional &#40;PMI-PMP&#41; Exam Prep",https://flevy.com/browse/marketplace/pmi-project-management-professional-pmi-pmp-exam-prep-8000,"Operational Excellence",PowerPoint,676,"RadVector  Consulting","Developed by a team of experts with global consulting experience at McKinsey, Deloitte, and  Capgemini. It&#039;s in accordance with PMI Authorized Training Partners &#40;ATPs&#41; and based on the PMBOK Guide &#40;7th Edition&#41;."
"Six Sigma &#40;DMAIC&#41; Improvement Process",https://flevy.com/browse/marketplace/six-sigma-dmaic-improvement-process-163,"Operational Excellence",PowerPoint,163,"Operational Excellence Consulting","Developed by a Certified Lean Six Sigma Black Belt with a proven track record at Microsoft and Underwriters Laboratories &#40;UL&#41;, this detailed presentation is your pathway to attaining business excellence through Six Sigma methodologies."
"Value Stream Mapping &#40;VSM&#41;",https://flevy.com/browse/marketplace/value-stream-mapping-vsm-1971,"Operational Excellence",PowerPoint,184,"Operational Excellence Consulting","Developed by a seasoned Certified Lean Six Sigma Black Belt with a proven track record at Microsoft, IBM and Panasonic, this comprehensive presentation is your pathway to achieving Operational Excellence through Lean Methodologies."
"MoSCoW  Method",https://flevy.com/browse/flevypro/moscow-method-8923,"Operational Excellence",PowerPoint,28,"LearnPPT Consulting","MoSCoW Method PPT: Learn the prioritization framework (Must, Should, Could, Won't) for project and program management. Download this decision-making template now."
"Strategic Planning Template and Hoshin Kanri Policy Deployment",https://flevy.com/browse/marketplace/strategic-planning-template-and-hoshin-kanri-policy-deployment-1091,"Operational Excellence",Excel,,"Jake Nielsen","Hoshin Kanri template Excel for strategic planning and policy deployment. Download this XLSX matrix to align goals, track progress, and drive execution effectively."
"Complete Capital Optimization Guide",https://flevy.com/browse/marketplace/complete-capital-optimization-guide-4030,"Operational Excellence",PowerPoint,126,"Corporate Finance 101","This framework was developed by a team of consultants for a large blue chip company and can be replicated across industries."
"Post-merger Integration (PMI): Integration Checklist (Part 4)",https://flevy.com/browse/flevypro/post-merger-integration-pmi-integration-checklist-part-4-4162,"Operational Excellence",PowerPoint,32,"LearnPPT Consulting","Navigate post-merger integration with this PMI checklist by ex-McKinsey & Big 4 consultants. Focus on key areas to maximize deal value efficiently."
"Lean Change Management",https://flevy.com/browse/flevypro/lean-change-management-3142,"Operational Excellence",PowerPoint,21,"LearnPPT Consulting","Explore Lean Change Management, crafted by ex-McKinsey & Big 4 consultants. Streamline transformations with our 5-step Playbook and templates for success."
"Omni-channel Retail Strategy",https://flevy.com/browse/marketplace/omni-channel-retail-strategy-3311,"Operational Excellence",PowerPoint,44,"LearnPPT Consulting","This presentation is created by former McKinsey, BCG, Deloitte, EY, and Capgemini consultants. It teaches a practical consulting framework actively used by tier-1 consulting firms."
"Business Process Model & Notation &#40;BPMN&#41; Primer",https://flevy.com/browse/flevypro/business-process-model-and-notation-bpmn-primer-9514,"Operational Excellence",PowerPoint,40,"LearnPPT Consulting","Explore our BPMN Primer, crafted by ex-McKinsey and Big 4 consultants. Gain insights into process modeling, enhancing operational clarity and communication."
"Integrated Business Planning &#40;IBP&#41;",https://flevy.com/browse/flevypro/integrated-business-planning-ibp-9315,"Operational Excellence",PowerPoint,31,"LearnPPT Consulting","Integrated Business Planning (IBP) PPT: Download a detailed Sales & Operations Planning framework with demand, supply, and financial review templates."
"Powerful Executive Communication",https://flevy.com/browse/marketplace/powerful-executive-communication-2860,"Operational Excellence",PowerPoint,74,"Trinity Consulting","Developed by top BCG and EY Consultants, the Executive Communication Excellence Framework provides timeless principles and techniques for clear and powerful C-suite Engagement."
"Ultimate Repository of Performance Metrics and KPIs",https://flevy.com/browse/marketplace/ultimate-repository-of-performance-metrics-and-kpis-7355,"Operational Excellence",PowerPoint,854,"SB Consulting ","These templates are created by trained McKinsey, BCG, and Porsche Consulting consultants and are the same used by MBB, Big 4, and Fortune 100 companies when performing Performance Management Initiatives."
"GMP &#40;Good Manufacturing Practices&#41; Training",https://flevy.com/browse/marketplace/gmp-good-manufacturing-practices-training-1079,"Operational Excellence",PowerPoint,183,"OpEx Academy NZ","This presentation is developed by a pioneer in Lean and certified LSS Master Black Belt who has trained over 5,000+ students globally, from Directors, CEOs, GMs, to shop floor staff. He's endorsed by CMI Consortium, NZTE, HERA, NZPICS, CBAFF."
"PSL - Lean Office Simulation Game",https://flevy.com/browse/marketplace/psl-lean-office-simulation-game-1592,"Operational Excellence",PowerPoint,15,"OpEx Academy NZ","This presentation is developed by a pioneer in Lean and certified LSS Master Black Belt who has trained over 5,000+ students globally, from Directors, CEOs, GMs, to shop floor staff. He's endorsed by CMI Consortium, NZTE, HERA, NZPICS, CBAFF."
"Business Impact Analysis &#40;BIA&#41; Questionnaire Templates",https://flevy.com/browse/marketplace/business-impact-analysis-bia-questionnaire-templates-1490,"Operational Excellence",Word,11,"Boris Agranovich","Based on work with Citibank, Bank of Tokyo Mitsubishi, and Capgemini, this template is developed by a Global Risk Leader and founder of the world's largest Risk Management community. SOX, ITIL, FFIEC, BS25999, ISO 17799/27001 compliant."
"ISO 45001:2018 &#40;OH&S&#41; Awareness Training",https://flevy.com/browse/marketplace/iso-450012018-ohands-awareness-training-3174,"Operational Excellence",PowerPoint,73,"Operational Excellence Consulting","Developed by an ex-ISO Management System Lead Auditor with a wealth of experience at industry leaders like Microsoft & IBM, this presentation is your gateway to raising awareness of ISO 45001 and improving workplace safety and well-being."
"Retail Bank Business Capability Model",https://flevy.com/browse/marketplace/retail-bank-business-capability-model-3611,"Operational Excellence",PDF,1,"R Bradley Consulting","Banking business capability model PDF: Download the Retail Bank Business Capability Model to map, analyze, and optimize retail banking functions and processes effectively."
"Overall Equipment Effectiveness &#40;OEE&#41;",https://flevy.com/browse/marketplace/overall-equipment-effectiveness-oee-853,"Operational Excellence",PowerPoint,142,"Operational Excellence Consulting","Developed by a renowned JIPM-certified TPM Instructor with extensive experience at industry leaders like Continental and Micron, this comprehensive OEE presentation is your key to successful and streamlined TPM implementation."
"ISO 31000:2018 &#40;Risk Management&#41; Awareness Training",https://flevy.com/browse/marketplace/iso-310002018-risk-management-awareness-training-4108,"Operational Excellence",PowerPoint,61,"Operational Excellence Consulting","Developed by an ex-ISO Management System Lead Auditor with a wealth of experience at industry leaders like Microsoft and IBM, this presentation helps to raise ISO 31000 awareness and enhance risk management practices for business success."
